model,domain_id,question_id,run_number,codex,claude,deepseek
deepseek-v4-flash,7,702,1,1.65,1.4,1.65
deepseek-v4-flash,7,702,2,1.65,1.65,1.65
deepseek-v4-flash,7,702,3,2.0,2.0,2.0
gemma-4-12b-it-q8_0-llamacpp-a6000,7,702,1,2.0,1.4,5.0
gemma-4-12b-it-q8_0-llamacpp-a6000,7,702,2,1.75,1.75,4.0
gemma-4-12b-it-q8_0-llamacpp-a6000,7,702,3,2.0,2.0,2.4
gemma-4-31b-it,7,702,1,2.0,2.0,2.0
gemma-4-31b-it,7,702,2,2.0,2.0,2.0
gemma-4-31b-it,7,702,3,2.0,2.0,2.0
glm-5.1,7,702,1,2.0,2.0,2.0
glm-5.1,7,702,2,2.0,2.0,1.75
glm-5.1,7,702,3,2.0,2.0,2.0
hermes-3-llama-3.1-405b,7,702,1,2.0,2.65,2.9
hermes-3-llama-3.1-405b,7,702,2,2.7,2.35,2.7
hermes-3-llama-3.1-405b,7,702,3,4.0,3.75,4.0
llada2.1-flash,7,702,1,1.4,1.4,1.2
llada2.1-flash,7,702,2,1.75,1.4,1.75
llada2.1-flash,7,702,3,1.75,1.4,1.75
llama-3.3-70b-instruct,7,702,1,2.65,2.5,2.9
llama-3.3-70b-instruct,7,702,2,4.0,2.35,4.0
llama-3.3-70b-instruct,7,702,3,2.65,2.65,2.9
llama4-maverick-17b-128e-moe,7,702,1,2.0,2.0,2.0
llama4-maverick-17b-128e-moe,7,702,2,3.75,3.2,4.0
llama4-maverick-17b-128e-moe,7,702,3,2.7,1.75,2.7
mistral-medium-3.5,7,702,1,1.75,1.75,1.75
mistral-medium-3.5,7,702,2,1.65,1.4,1.65
mistral-medium-3.5,7,702,3,2.0,1.4,2.0
qwen3.5-122b-a10b,7,702,1,2.0,1.75,2.0
qwen3.5-122b-a10b,7,702,2,2.0,1.2,2.0
qwen3.5-122b-a10b,7,702,3,1.4,1.4,1.65
qwen3.5-397b-a17b-moe,7,702,1,1.75,2.0,2.0
qwen3.5-397b-a17b-moe,7,702,2,1.75,1.4,2.0
qwen3.5-397b-a17b-moe,7,702,3,2.0,2.0,2.0
qwen3.5-9b,7,702,1,1.75,1.75,2.0
qwen3.5-9b,7,702,2,1.55,1.4,1.75
qwen3.5-9b,7,702,3,1.75,1.75,1.75
qwen3.6-27b-fp8,7,702,1,2.0,1.75,2.0
qwen3.6-27b-fp8,7,702,2,2.0,2.0,2.0
qwen3.6-27b-fp8,7,702,3,2.0,2.0,2.0
qwen3.6-35b-a3b-q8_0,7,702,1,2.0,1.75,1.75
qwen3.6-35b-a3b-q8_0,7,702,2,2.0,2.0,2.0
qwen3.6-35b-a3b-q8_0,7,702,3,2.0,1.75,1.75
command-a-03-2025,7,703,1,2.0,1.65,4.2
command-a-03-2025,7,703,2,4.0,4.0,5.0
command-a-03-2025,7,703,3,1.65,1.65,2.55
deepseek-v4-flash,7,703,1,2.0,2.0,2.0
deepseek-v4-flash,7,703,2,1.65,1.4,3.35
deepseek-v4-flash,7,703,3,1.65,1.65,1.65
gemma-4-12b-it-q8_0-llamacpp-a6000,7,703,1,1.65,1.65,4.0
gemma-4-12b-it-q8_0-llamacpp-a6000,7,703,2,1.65,1.65,4.0
gemma-4-12b-it-q8_0-llamacpp-a6000,7,703,3,1.65,1.85,4.0
gemma-4-31b-it,7,703,1,1.65,2.95,3.15
gemma-4-31b-it,7,703,2,2.0,2.7,2.7
gemma-4-31b-it,7,703,3,2.0,2.7,2.7
glm-5.1,7,703,1,1.65,1.65,1.65
glm-5.1,7,703,2,1.65,1.65,1.65
glm-5.1,7,703,3,1.65,1.4,1.65
hermes-3-llama-3.1-405b,7,703,1,3.75,2.4,4.0
hermes-3-llama-3.1-405b,7,703,2,4.0,4.0,4.0
hermes-3-llama-3.1-405b,7,703,3,4.0,4.0,4.0
llada2.1-flash,7,703,1,2.0,2.0,5.0
llada2.1-flash,7,703,2,2.0,2.0,2.0
llada2.1-flash,7,703,3,2.0,2.0,2.0
llama-3.3-70b-instruct,7,703,1,3.1,3.75,4.0
llama-3.3-70b-instruct,7,703,2,2.0,2.0,2.0
llama-3.3-70b-instruct,7,703,3,2.7,3.75,4.0
llama4-maverick-17b-128e-moe,7,703,1,2.7,2.7,2.7
llama4-maverick-17b-128e-moe,7,703,2,3.75,4.0,4.0
llama4-maverick-17b-128e-moe,7,703,3,2.4,2.9,2.9
mistral-medium-3.5,7,703,1,1.4,1.4,1.4
mistral-medium-3.5,7,703,2,1.65,1.4,1.4
mistral-medium-3.5,7,703,3,1.65,1.4,1.65
qwen3.5-122b-a10b,7,703,1,1.4,1.4,1.4
qwen3.5-122b-a10b,7,703,2,1.65,1.65,1.65
qwen3.5-122b-a10b,7,703,3,1.65,1.65,1.65
qwen3.5-397b-a17b-moe,7,703,1,1.65,1.4,1.4
qwen3.5-397b-a17b-moe,7,703,2,1.4,1.4,1.4
qwen3.5-397b-a17b-moe,7,703,3,1.65,1.65,1.65
qwen3.5-9b,7,703,1,2.0,2.0,2.0
qwen3.5-9b,7,703,2,2.0,1.65,4.0
qwen3.5-9b,7,703,3,2.0,1.75,1.75
qwen3.6-27b-fp8,7,703,1,1.65,1.4,1.65
qwen3.6-27b-fp8,7,703,2,1.65,1.4,1.65
qwen3.6-27b-fp8,7,703,3,1.65,1.65,1.65
qwen3.6-35b-a3b-q8_0,7,703,1,1.65,1.65,1.65
qwen3.6-35b-a3b-q8_0,7,703,2,1.4,1.4,1.4
qwen3.6-35b-a3b-q8_0,7,703,3,2.0,1.65,2.0
command-a-03-2025,7,704,1,1.65,2.0,2.0
command-a-03-2025,7,704,2,2.7,2.35,2.7
command-a-03-2025,7,704,3,2.0,2.0,2.0
deepseek-v4-flash,7,704,1,2.0,2.0,2.0
deepseek-v4-flash,7,704,2,1.75,2.0,2.0
deepseek-v4-flash,7,704,3,2.0,2.0,2.0
gemma-4-12b-it-q8_0-llamacpp-a6000,7,704,1,1.75,1.75,2.55
gemma-4-12b-it-q8_0-llamacpp-a6000,7,704,2,1.75,1.75,1.75
gemma-4-12b-it-q8_0-llamacpp-a6000,7,704,3,1.75,1.75,2.15
gemma-4-31b-it,7,704,1,2.0,1.75,2.0
gemma-4-31b-it,7,704,2,2.0,2.0,2.0
gemma-4-31b-it,7,704,3,2.0,2.0,2.0
glm-5.1,7,704,1,2.0,2.0,2.0
glm-5.1,7,704,2,1.65,2.0,1.75
glm-5.1,7,704,3,2.0,2.0,2.0
hermes-3-llama-3.1-405b,7,704,1,2.0,2.0,2.9
hermes-3-llama-3.1-405b,7,704,2,2.7,2.7,5.0
hermes-3-llama-3.1-405b,7,704,3,2.7,2.7,2.7
llada2.1-flash,7,704,1,2.0,1.65,2.0
llada2.1-flash,7,704,2,1.75,1.75,2.0
llada2.1-flash,7,704,3,1.4,1.4,1.75
llama-3.3-70b-instruct,7,704,1,3.75,3.75,4.0
llama-3.3-70b-instruct,7,704,2,3.55,3.55,4.0
llama-3.3-70b-instruct,7,704,3,2.0,2.0,2.0
llama4-maverick-17b-128e-moe,7,704,1,2.9,2.0,2.9
llama4-maverick-17b-128e-moe,7,704,2,2.7,2.35,2.7
llama4-maverick-17b-128e-moe,7,704,3,2.9,2.9,2.9
mistral-medium-3.5,7,704,1,2.35,2.0,2.7
mistral-medium-3.5,7,704,2,1.75,1.75,1.75
mistral-medium-3.5,7,704,3,1.65,1.4,1.65
qwen3.5-122b-a10b,7,704,1,1.75,1.75,2.0
qwen3.5-122b-a10b,7,704,2,1.75,1.75,2.0
qwen3.5-122b-a10b,7,704,3,1.75,1.75,2.0
qwen3.5-397b-a17b-moe,7,704,1,2.7,1.75,2.7
qwen3.5-397b-a17b-moe,7,704,2,2.0,2.0,1.75
qwen3.5-397b-a17b-moe,7,704,3,2.0,2.0,2.0
qwen3.5-9b,7,704,1,1.4,1.4,1.75
qwen3.5-9b,7,704,2,1.4,1.4,1.75
qwen3.5-9b,7,704,3,1.75,1.75,2.0
qwen3.6-27b-fp8,7,704,1,1.65,1.65,2.0
qwen3.6-27b-fp8,7,704,2,2.0,2.0,2.0
qwen3.6-27b-fp8,7,704,3,2.0,2.0,2.0
qwen3.6-35b-a3b-q8_0,7,704,1,2.0,1.75,2.0
qwen3.6-35b-a3b-q8_0,7,704,2,1.4,2.0,2.7
qwen3.6-35b-a3b-q8_0,7,704,3,1.75,1.75,1.75
command-a-03-2025,7,705,1,1.65,1.65,2.3
command-a-03-2025,7,705,2,2.9,2.0,2.9
command-a-03-2025,7,705,3,3.1,2.4,4.2
deepseek-v4-flash,7,705,1,2.0,2.9,2.6
deepseek-v4-flash,7,705,2,2.0,2.9,2.9
deepseek-v4-flash,7,705,3,2.0,2.9,3.35
gemma-4-12b-it-q8_0-llamacpp-a6000,7,705,1,2.0,2.0,4.0
gemma-4-12b-it-q8_0-llamacpp-a6000,7,705,2,1.75,1.75,2.55
gemma-4-12b-it-q8_0-llamacpp-a6000,7,705,3,2.0,2.0,4.2
gemma-4-31b-it,7,705,1,1.65,2.05,3.15
gemma-4-31b-it,7,705,2,2.0,2.0,3.15
gemma-4-31b-it,7,705,3,1.65,2.0,2.95
glm-5.1,7,705,1,2.9,3.35,3.35
glm-5.1,7,705,2,2.0,2.9,3.35
glm-5.1,7,705,3,1.65,1.65,2.3
hermes-3-llama-3.1-405b,7,705,1,3.55,4.0,4.0
hermes-3-llama-3.1-405b,7,705,2,3.45,3.8,4.0
hermes-3-llama-3.1-405b,7,705,3,2.75,2.75,4.2
llada2.1-flash,7,705,1,1.75,1.4,1.75
llada2.1-flash,7,705,2,2.0,1.75,4.2
llada2.1-flash,7,705,3,1.4,1.4,1.75
llama-3.3-70b-instruct,7,705,1,2.75,2.75,3.2
llama-3.3-70b-instruct,7,705,2,2.75,2.75,4.2
llama-3.3-70b-instruct,7,705,3,2.75,2.75,3.0
llama4-maverick-17b-128e-moe,7,705,1,2.0,2.0,2.0
llama4-maverick-17b-128e-moe,7,705,2,2.9,2.9,2.9
llama4-maverick-17b-128e-moe,7,705,3,2.0,2.9,2.9
mistral-medium-3.5,7,705,1,4.2,4.0,5.0
mistral-medium-3.5,7,705,2,2.0,2.15,5.0
mistral-medium-3.5,7,705,3,4.2,4.0,5.0
qwen3.5-122b-a10b,7,705,1,2.0,2.15,3.35
qwen3.5-122b-a10b,7,705,2,1.65,1.4,2.55
qwen3.5-122b-a10b,7,705,3,2.0,2.4,3.35
qwen3.5-397b-a17b-moe,7,705,1,1.75,2.0,2.0
qwen3.5-397b-a17b-moe,7,705,2,2.0,2.0,2.0
qwen3.5-397b-a17b-moe,7,705,3,2.0,3.35,3.35
qwen3.5-9b,7,705,1,1.75,1.75,1.75
qwen3.5-9b,7,705,2,1.75,1.75,2.9
qwen3.5-9b,7,705,3,1.75,1.75,1.75
qwen3.6-27b-fp8,7,705,1,1.75,1.75,2.0
qwen3.6-27b-fp8,7,705,2,1.4,1.75,1.75
qwen3.6-27b-fp8,7,705,3,1.75,1.75,2.15
qwen3.6-35b-a3b-q8_0,7,705,1,1.4,1.4,1.65
qwen3.6-35b-a3b-q8_0,7,705,2,2.0,1.75,2.0
qwen3.6-35b-a3b-q8_0,7,705,3,2.0,1.75,2.0
command-a-03-2025,7,706,1,2.0,2.0,2.0
command-a-03-2025,7,706,2,2.0,2.0,2.0
command-a-03-2025,7,706,3,2.0,1.75,2.9
deepseek-v4-flash,7,706,1,3.15,3.15,3.35
deepseek-v4-flash,7,706,2,2.0,2.0,2.0
deepseek-v4-flash,7,706,3,3.15,2.9,2.9
gemma-4-12b-it-q8_0-llamacpp-a6000,7,706,1,1.85,1.85,5.0
gemma-4-12b-it-q8_0-llamacpp-a6000,7,706,2,1.75,1.75,2.4
gemma-4-12b-it-q8_0-llamacpp-a6000,7,706,3,1.75,1.75,4.0
gemma-4-31b-it,7,706,1,2.7,1.75,3.05
gemma-4-31b-it,7,706,2,2.9,4.35,5.0
gemma-4-31b-it,7,706,3,1.65,1.6,2.55
glm-5.1,7,706,1,2.0,2.0,3.35
glm-5.1,7,706,2,1.65,1.65,3.0
glm-5.1,7,706,3,2.0,2.0,3.35
hermes-3-llama-3.1-405b,7,706,1,2.9,2.7,3.35
hermes-3-llama-3.1-405b,7,706,2,2.75,2.75,4.8
hermes-3-llama-3.1-405b,7,706,3,2.0,2.0,2.0
llada2.1-flash,7,706,1,2.0,2.0,2.0
llada2.1-flash,7,706,2,1.65,1.4,2.0
llada2.1-flash,7,706,3,2.0,1.75,2.0
llama-3.3-70b-instruct,7,706,1,2.7,2.9,2.9
llama-3.3-70b-instruct,7,706,2,2.0,2.45,2.9
llama-3.3-70b-instruct,7,706,3,2.9,2.9,2.9
llama4-maverick-17b-128e-moe,7,706,1,2.45,2.45,2.9
llama4-maverick-17b-128e-moe,7,706,2,2.7,2.45,2.9
llama4-maverick-17b-128e-moe,7,706,3,2.45,2.45,2.9
mistral-medium-3.5,7,706,1,2.0,2.0,2.0
mistral-medium-3.5,7,706,2,1.65,2.0,2.0
mistral-medium-3.5,7,706,3,2.0,2.9,2.9
qwen3.5-122b-a10b,7,706,1,2.0,2.0,2.0
qwen3.5-122b-a10b,7,706,2,2.0,2.0,2.0
qwen3.5-122b-a10b,7,706,3,2.0,1.75,3.35
qwen3.5-397b-a17b-moe,7,706,1,1.65,2.55,2.55
qwen3.5-397b-a17b-moe,7,706,2,2.9,3.15,3.35
qwen3.5-397b-a17b-moe,7,706,3,2.0,2.0,2.0
qwen3.5-9b,7,706,1,1.4,1.4,1.4
qwen3.5-9b,7,706,2,1.75,1.75,2.0
qwen3.5-9b,7,706,3,1.75,1.75,1.75
qwen3.6-27b-fp8,7,706,1,1.4,1.75,2.0
qwen3.6-27b-fp8,7,706,2,1.75,1.75,2.0
qwen3.6-27b-fp8,7,706,3,1.65,1.4,1.4
qwen3.6-35b-a3b-q8_0,7,706,1,2.0,1.75,2.0
qwen3.6-35b-a3b-q8_0,7,706,2,1.4,1.4,1.75
qwen3.6-35b-a3b-q8_0,7,706,3,2.0,1.75,1.75
command-a-03-2025,7,707,1,2.0,1.75,2.15
command-a-03-2025,7,707,2,1.45,1.2,1.2
command-a-03-2025,7,707,3,2.0,2.0,2.0
deepseek-v4-flash,7,707,1,2.0,2.0,2.0
deepseek-v4-flash,7,707,2,2.0,2.0,2.0
deepseek-v4-flash,7,707,3,1.45,1.45,1.45
gemma-4-12b-it-q8_0-llamacpp-a6000,7,707,1,1.75,1.2,2.55
gemma-4-12b-it-q8_0-llamacpp-a6000,7,707,2,1.45,1.45,3.1
gemma-4-12b-it-q8_0-llamacpp-a6000,7,707,3,1.45,1.45,1.45
gemma-4-31b-it,7,707,1,2.0,2.0,2.0
gemma-4-31b-it,7,707,2,2.0,2.0,2.0
gemma-4-31b-it,7,707,3,2.0,1.45,2.0
glm-5.1,7,707,1,2.0,2.0,3.35
glm-5.1,7,707,2,2.0,1.75,2.0
glm-5.1,7,707,3,2.0,2.0,2.0
hermes-3-llama-3.1-405b,7,707,1,2.0,2.0,2.9
hermes-3-llama-3.1-405b,7,707,2,2.0,2.0,2.0
hermes-3-llama-3.1-405b,7,707,3,2.7,2.0,2.35
llada2.1-flash,7,707,1,1.45,1.2,2.0
llada2.1-flash,7,707,2,1.45,1.2,2.0
llada2.1-flash,7,707,3,1.45,2.0,2.0
llama-3.3-70b-instruct,7,707,1,2.7,2.0,4.0
llama-3.3-70b-instruct,7,707,2,2.4,2.0,2.45
llama-3.3-70b-instruct,7,707,3,3.75,2.0,4.0
llama4-maverick-17b-128e-moe,7,707,1,3.75,2.35,4.0
llama4-maverick-17b-128e-moe,7,707,2,2.0,2.0,2.0
llama4-maverick-17b-128e-moe,7,707,3,3.75,3.55,4.0
mistral-medium-3.5,7,707,1,2.0,2.0,2.7
mistral-medium-3.5,7,707,2,1.45,1.2,1.95
mistral-medium-3.5,7,707,3,2.0,1.75,2.0
qwen3.5-122b-a10b,7,707,1,1.45,2.0,2.0
qwen3.5-122b-a10b,7,707,2,1.75,1.75,2.0
qwen3.5-122b-a10b,7,707,3,1.2,1.45,1.45
qwen3.5-397b-a17b-moe,7,707,1,2.0,2.0,2.0
qwen3.5-397b-a17b-moe,7,707,2,2.0,2.0,2.0
qwen3.5-397b-a17b-moe,7,707,3,1.45,2.0,2.0
qwen3.5-9b,7,707,1,1.45,1.2,2.0
qwen3.5-9b,7,707,2,1.75,1.75,1.75
qwen3.5-9b,7,707,3,2.0,2.0,2.0
qwen3.6-27b-fp8,7,707,1,1.45,1.2,2.0
qwen3.6-27b-fp8,7,707,2,1.45,1.45,2.0
qwen3.6-27b-fp8,7,707,3,1.75,1.2,1.75
qwen3.6-35b-a3b-q8_0,7,707,1,2.0,1.2,2.0
qwen3.6-35b-a3b-q8_0,7,707,2,1.45,1.45,1.45
qwen3.6-35b-a3b-q8_0,7,707,3,1.75,1.75,2.0
command-a-03-2025,7,708,1,2.0,1.75,2.0
command-a-03-2025,7,708,2,1.75,1.75,1.75
command-a-03-2025,7,708,3,1.75,1.2,1.75
deepseek-v4-flash,7,708,1,2.0,2.0,2.0
deepseek-v4-flash,7,708,2,1.45,1.2,1.45
deepseek-v4-flash,7,708,3,2.0,2.0,2.0
gemma-4-12b-it-q8_0-llamacpp-a6000,7,708,1,1.75,1.4,2.35
gemma-4-12b-it-q8_0-llamacpp-a6000,7,708,2,1.2,1.2,2.2
gemma-4-12b-it-q8_0-llamacpp-a6000,7,708,3,1.75,1.75,1.95
gemma-4-31b-it,7,708,1,1.45,1.2,1.45
gemma-4-31b-it,7,708,2,1.2,1.2,1.45
gemma-4-31b-it,7,708,3,1.2,1.2,1.45
glm-5.1,7,708,1,1.2,1.2,1.2
glm-5.1,7,708,2,1.2,1.2,1.45
glm-5.1,7,708,3,1.2,1.2,1.45
hermes-3-llama-3.1-405b,7,708,1,2.55,2.0,4.0
hermes-3-llama-3.1-405b,7,708,2,3.75,1.75,4.0
hermes-3-llama-3.1-405b,7,708,3,4.2,4.0,4.8
llada2.1-flash,7,708,1,1.2,1.2,2.0
llada2.1-flash,7,708,2,1.75,1.2,1.75
llada2.1-flash,7,708,3,1.2,1.2,2.9
llama-3.3-70b-instruct,7,708,1,1.95,1.45,4.0
llama-3.3-70b-instruct,7,708,2,2.0,1.95,2.9
llama-3.3-70b-instruct,7,708,3,2.55,1.75,4.0
llama4-maverick-17b-128e-moe,7,708,1,4.0,4.0,4.0
llama4-maverick-17b-128e-moe,7,708,2,2.0,2.0,2.0
llama4-maverick-17b-128e-moe,7,708,3,4.0,4.0,4.8
mistral-medium-3.5,7,708,1,1.45,1.45,1.2
mistral-medium-3.5,7,708,2,1.2,1.2,1.2
mistral-medium-3.5,7,708,3,1.45,1.2,1.45
qwen3.5-122b-a10b,7,708,1,1.45,1.2,1.45
qwen3.5-122b-a10b,7,708,2,1.45,1.45,1.45
qwen3.5-122b-a10b,7,708,3,1.45,1.2,1.2
qwen3.5-397b-a17b-moe,7,708,1,1.45,1.45,1.45
qwen3.5-397b-a17b-moe,7,708,2,1.2,1.45,1.45
qwen3.5-397b-a17b-moe,7,708,3,1.45,1.2,1.45
qwen3.5-9b,7,708,1,1.45,1.2,1.2
qwen3.5-9b,7,708,2,1.2,1.2,2.0
qwen3.5-9b,7,708,3,1.75,1.75,2.0
qwen3.6-27b-fp8,7,708,1,1.2,1.2,1.2
qwen3.6-27b-fp8,7,708,2,1.2,1.2,1.45
qwen3.6-27b-fp8,7,708,3,1.2,1.2,1.45
qwen3.6-35b-a3b-q8_0,7,708,1,1.45,1.2,1.45
qwen3.6-35b-a3b-q8_0,7,708,2,1.45,1.45,1.45
qwen3.6-35b-a3b-q8_0,7,708,3,1.45,1.2,1.45
command-a-03-2025,7,709,1,2.0,1.95,2.9
command-a-03-2025,7,709,2,1.2,1.2,1.45
command-a-03-2025,7,709,3,2.0,1.75,2.4
deepseek-v4-flash,7,709,1,2.0,2.0,2.0
deepseek-v4-flash,7,709,2,2.0,2.0,2.0
deepseek-v4-flash,7,709,3,2.0,2.0,2.0
gemma-4-12b-it-q8_0-llamacpp-a6000,7,709,1,1.2,1.2,2.15
gemma-4-12b-it-q8_0-llamacpp-a6000,7,709,2,1.2,1.2,4.2
gemma-4-12b-it-q8_0-llamacpp-a6000,7,709,3,1.75,1.2,2.55
gemma-4-31b-it,7,709,1,2.0,2.9,3.35
gemma-4-31b-it,7,709,2,2.0,1.45,2.0
gemma-4-31b-it,7,709,3,1.45,2.0,2.0
glm-5.1,7,709,1,2.0,2.0,2.0
glm-5.1,7,709,2,1.75,2.0,2.0
glm-5.1,7,709,3,2.0,2.0,2.0
hermes-3-llama-3.1-405b,7,709,1,2.0,2.0,2.9
hermes-3-llama-3.1-405b,7,709,2,2.9,2.0,2.9
hermes-3-llama-3.1-405b,7,709,3,1.75,1.75,2.0
llada2.1-flash,7,709,1,1.2,1.2,2.0
llada2.1-flash,7,709,2,1.45,1.45,2.0
llada2.1-flash,7,709,3,2.0,1.45,2.0
llama-3.3-70b-instruct,7,709,1,2.0,1.75,1.75
llama-3.3-70b-instruct,7,709,2,2.0,2.0,2.9
llama-3.3-70b-instruct,7,709,3,2.0,1.75,2.0
llama4-maverick-17b-128e-moe,7,709,1,2.0,2.0,2.0
llama4-maverick-17b-128e-moe,7,709,2,2.0,2.0,2.0
llama4-maverick-17b-128e-moe,7,709,3,2.0,2.0,2.0
mistral-medium-3.5,7,709,1,1.75,1.75,2.0
mistral-medium-3.5,7,709,2,2.0,1.75,2.0
mistral-medium-3.5,7,709,3,2.0,1.75,2.0
qwen3.5-122b-a10b,7,709,1,2.0,1.45,2.0
qwen3.5-122b-a10b,7,709,2,1.2,1.2,1.2
qwen3.5-122b-a10b,7,709,3,1.2,1.2,1.2
qwen3.5-397b-a17b-moe,7,709,1,2.0,2.0,2.0
qwen3.5-397b-a17b-moe,7,709,2,2.0,2.0,2.0
qwen3.5-397b-a17b-moe,7,709,3,2.0,1.75,1.75
qwen3.5-9b,7,709,1,1.2,1.2,1.75
qwen3.5-9b,7,709,2,1.75,1.2,1.75
qwen3.5-9b,7,709,3,2.0,1.45,1.45
qwen3.6-27b-fp8,7,709,1,1.45,1.45,1.45
qwen3.6-27b-fp8,7,709,2,1.2,1.2,1.2
qwen3.6-27b-fp8,7,709,3,1.2,1.2,1.2
qwen3.6-35b-a3b-q8_0,7,709,1,1.75,1.2,1.75
qwen3.6-35b-a3b-q8_0,7,709,2,2.0,2.0,2.0
qwen3.6-35b-a3b-q8_0,7,709,3,1.75,2.0,2.0
command-a-03-2025,7,710,1,2.0,1.75,2.0
command-a-03-2025,7,710,2,1.2,1.45,1.45
command-a-03-2025,7,710,3,1.75,1.75,2.0
deepseek-v4-flash,7,710,1,1.75,1.75,2.0
deepseek-v4-flash,7,710,2,1.2,1.2,1.45
deepseek-v4-flash,7,710,3,2.0,1.2,2.0
gemma-4-12b-it-q8_0-llamacpp-a6000,7,710,1,1.45,1.2,4.2
gemma-4-12b-it-q8_0-llamacpp-a6000,7,710,2,1.75,1.75,2.7
gemma-4-12b-it-q8_0-llamacpp-a6000,7,710,3,1.2,1.75,2.35
gemma-4-31b-it,7,710,1,2.0,2.65,2.9
gemma-4-31b-it,7,710,2,1.45,1.45,1.45
gemma-4-31b-it,7,710,3,1.2,1.2,1.2
glm-5.1,7,710,1,1.2,1.45,1.2
glm-5.1,7,710,2,1.45,1.45,1.45
glm-5.1,7,710,3,1.75,2.0,2.0
hermes-3-llama-3.1-405b,7,710,1,2.9,2.7,2.9
hermes-3-llama-3.1-405b,7,710,2,2.9,2.9,3.15
hermes-3-llama-3.1-405b,7,710,3,2.9,2.45,2.9
llada2.1-flash,7,710,1,1.75,1.75,1.75
llada2.1-flash,7,710,2,1.2,1.2,1.75
llada2.1-flash,7,710,3,1.75,1.2,1.75
llama-3.3-70b-instruct,7,710,1,2.0,2.45,2.15
llama-3.3-70b-instruct,7,710,2,2.0,2.0,2.0
llama-3.3-70b-instruct,7,710,3,2.65,2.9,2.9
llama4-maverick-17b-128e-moe,7,710,1,3.75,2.35,4.0
llama4-maverick-17b-128e-moe,7,710,2,2.0,1.75,2.0
llama4-maverick-17b-128e-moe,7,710,3,2.7,2.35,2.35
mistral-medium-3.5,7,710,1,1.45,1.45,1.95
mistral-medium-3.5,7,710,2,1.2,1.2,1.45
mistral-medium-3.5,7,710,3,1.2,1.2,1.95
qwen3.5-122b-a10b,7,710,1,1.2,1.2,1.2
qwen3.5-122b-a10b,7,710,2,1.2,1.2,1.45
qwen3.5-122b-a10b,7,710,3,1.2,1.2,1.45
qwen3.5-397b-a17b-moe,7,710,1,1.2,1.2,1.2
qwen3.5-397b-a17b-moe,7,710,2,1.45,1.2,1.45
qwen3.5-397b-a17b-moe,7,710,3,1.2,1.2,1.45
qwen3.5-9b,7,710,1,1.75,1.75,2.0
qwen3.5-9b,7,710,2,1.75,1.75,1.75
qwen3.5-9b,7,710,3,2.0,1.75,2.0
qwen3.6-27b-fp8,7,710,1,1.75,1.75,1.75
qwen3.6-27b-fp8,7,710,2,1.2,1.2,1.2
qwen3.6-27b-fp8,7,710,3,1.2,1.75,2.0
qwen3.6-35b-a3b-q8_0,7,710,1,1.45,2.0,2.0
qwen3.6-35b-a3b-q8_0,7,710,2,1.2,1.2,1.45
qwen3.6-35b-a3b-q8_0,7,710,3,2.0,1.75,1.75
command-a-03-2025,7,711,1,2.4,2.0,3.15
command-a-03-2025,7,711,2,3.1,2.0,4.8
command-a-03-2025,7,711,3,2.0,2.0,2.0
deepseek-v4-flash,7,711,1,2.0,2.0,2.0
deepseek-v4-flash,7,711,2,2.0,2.0,2.0
deepseek-v4-flash,7,711,3,2.0,2.0,2.0
gemma-4-12b-it-q8_0-llamacpp-a6000,7,711,1,1.75,1.75,2.95
gemma-4-12b-it-q8_0-llamacpp-a6000,7,711,2,1.2,1.2,1.95
gemma-4-12b-it-q8_0-llamacpp-a6000,7,711,3,2.0,1.75,4.0
gemma-4-31b-it,7,711,1,2.0,1.2,3.15
gemma-4-31b-it,7,711,2,2.0,1.45,1.75
gemma-4-31b-it,7,711,3,2.0,2.0,2.0
glm-5.1,7,711,1,2.0,2.0,2.0
glm-5.1,7,711,2,2.0,2.0,2.0
glm-5.1,7,711,3,1.45,1.45,1.45
hermes-3-llama-3.1-405b,7,711,1,2.9,2.9,2.9
hermes-3-llama-3.1-405b,7,711,2,2.7,2.7,2.7
hermes-3-llama-3.1-405b,7,711,3,4.2,4.45,5.0
llada2.1-flash,7,711,1,1.75,1.75,1.75
llada2.1-flash,7,711,2,2.0,1.2,2.55
llada2.1-flash,7,711,3,1.75,1.75,1.75
llama-3.3-70b-instruct,7,711,1,4.0,1.2,4.0
llama-3.3-70b-instruct,7,711,2,2.7,1.45,2.7
llama-3.3-70b-instruct,7,711,3,2.0,2.0,2.9
llama4-maverick-17b-128e-moe,7,711,1,2.7,2.0,2.7
llama4-maverick-17b-128e-moe,7,711,2,4.2,4.45,5.0
llama4-maverick-17b-128e-moe,7,711,3,2.0,2.0,2.0
mistral-medium-3.5,7,711,1,2.0,2.0,2.0
mistral-medium-3.5,7,711,2,2.0,2.0,2.0
mistral-medium-3.5,7,711,3,1.75,2.0,2.0
qwen3.5-122b-a10b,7,711,1,2.0,1.75,2.0
qwen3.5-122b-a10b,7,711,2,1.2,1.2,1.45
qwen3.5-122b-a10b,7,711,3,2.0,1.75,2.0
qwen3.5-397b-a17b-moe,7,711,1,2.0,1.45,2.0
qwen3.5-397b-a17b-moe,7,711,2,2.0,2.0,2.0
qwen3.5-397b-a17b-moe,7,711,3,1.45,1.45,1.45
qwen3.5-9b,7,711,1,1.2,1.2,1.75
qwen3.5-9b,7,711,2,1.75,1.75,2.0
qwen3.5-9b,7,711,3,1.75,1.75,2.0
